Name,Price,Image URL
 Specific Snack Healthy Treats para Perro - 1 unidad de 300gr,2.63 €/u,https://www.petsonic.com/14915-large_default/snack-healthy-treats-para-perro.jpg
 greenies Greenie Pack Original Teenie para Perro - 170 gr,6.98 €/u,https://www.petsonic.com/20299-large_default/greenie-pack-original-petite-para-perro.jpg
 greenies Greenie Pack Original Teenie para Perro - 340 Gr.,12.87 €/u,https://www.petsonic.com/20299-large_default/greenie-pack-original-petite-para-perro.jpg
 greenies Greenie Pack Large Grain Free para Perro - 170 gr,8.23 €/u,https://www.petsonic.com/20249-large_default/greenie-pack-large-grain-free-para-perro.jpg
 greenies Greenie Pack Original Medium para Perro - 170 gr,6.98 €/u,https://www.petsonic.com/20281-large_default/greenie-pack-original-medium-para-perro.jpg
 greenies Greenie Pack Original Medium para Perro - 340 Gr.,12.87 €/u,https://www.petsonic.com/20281-large_default/greenie-pack-original-medium-para-perro.jpg
 virbac VeggieDent Fresh para Perro - XS,5.51 €/u,https://www.petsonic.com/17253-large_default/virbac-veggiedent-fresh-para-perro.jpg
 virbac VeggieDent Fresh para Perro - S,5.51 €/u,https://www.petsonic.com/17253-large_default/virbac-veggiedent-fresh-para-perro.jpg
 virbac VeggieDent Fresh para Perro - M,7.35 €/u,https://www.petsonic.com/17253-large_default/virbac-veggiedent-fresh-para-perro.jpg
 virbac VeggieDent Fresh para Perro - L,7.35 €/u,https://www.petsonic.com/17253-large_default/virbac-veggiedent-fresh-para-perro.jpg
 Carnilove Snack Crunchy Avestruz y Moras - 6 Unidades.,13.79 €/u,https://www.petsonic.com/19062-large_default/snack-crunchy-avestruz-moras.jpg
 Iams Sticks Pollo y Ternera para Perro - 3 Unidades.,3.67 €/u,https://www.petsonic.com/11532-large_default/iams-sticks-pollo-y-ternera-para-perros.jpg
 Carnilove Snack Crunchy Jabalí y Escaramujo - 6 Unidades.,13.79 €/u,https://www.petsonic.com/19063-large_default/snack-crunchy-jabali-escaramujo.jpg
 Carnilove Snack Crunchy Salmón con Arándanos - 6 Unidades.,13.79 €/u,https://www.petsonic.com/19064-large_default/snack-crunchy-salmon-arandanos.jpg
 Vetnova Glyco-flex ll Snacks para Perro - 60 Comprimidos,36.33 €/u,https://www.petsonic.com/11858-large_default/vetnova-glyco-flex-ll-snacks-para-perro.jpg
 Vetnova Glyco-flex ll Snacks para Perro - 120 Comprimidos,72.27 €/u,https://www.petsonic.com/11858-large_default/vetnova-glyco-flex-ll-snacks-para-perro.jpg
 Vetnova Glyco-flex lll Snacks para Perro Mini - 60 Comprimidos,38.30 €/u,https://www.petsonic.com/11862-large_default/vetnova-glyco-flex-lll-snacks-para-perro-mini.jpg
 greenies Greenie Pack Medium Grain Free para Perro - 170 gr,8.23 €/u,https://www.petsonic.com/20257-large_default/greenie-pack-medium-grain-free-para-perro.jpg
 Orijen Orijen Black Angus Beef dog treats premios para perros - 42.5 Gr,5.51 €/u,https://www.petsonic.com/20620-large_default/orijen-black-angus-beef-dog-treats-premios-para-perros.jpg
 Vetnova Multiva Active para Perro - 45 Comprimidos,19.24 €/u,https://www.petsonic.com/11868-large_default/vetnova-multiva-active-para-perro.jpg
 Specific Snack Healthy Treats Mini para Perro - 1 unidad de 300gr,2.49 €/u,https://www.petsonic.com/14914-large_default/snack-healthy-treats-mini-para-perro.jpg
 Vetnova Cutania Snacks para Perro - 60 Unidades.,35.38 €/u,https://www.petsonic.com/13252-large_default/vetnova-cutania-snacks-para-perros-gatos.jpg
 greenies Greenie Pack Original Large para Perro - 170 gr,7.35 €/u,https://www.petsonic.com/20273-large_default/greenie-pack-original-large-para-perro.jpg
 Vetnova Glyco-flex III Snacks para Perro - 30 Comprimidos,32.63 €/u,https://www.petsonic.com/11863-large_default/vetnova-glyco-flex-lll-snacks-para-perro.jpg
 Vetnova Glyco-flex III Snacks para Perro - 60 Comprimidos,56.09 €/u,https://www.petsonic.com/11863-large_default/vetnova-glyco-flex-lll-snacks-para-perro.jpg
 Vetnova Glyco-flex III Snacks para Perro - 120 Comprimidos,94.90 €/u,https://www.petsonic.com/11863-large_default/vetnova-glyco-flex-lll-snacks-para-perro.jpg
 Carnilove Snack Crunchy Caballa con Frambuesas - 6 Unidades.,13.79 €/u,https://www.petsonic.com/19065-large_default/snack-crunchy-caballa-frambuesas.jpg
 greenies Greenie Pack Original Teenie para Perro - 170 gr,6.98 €/u,https://www.petsonic.com/20299-large_default/greenie-pack-original-petite-para-perro.jpg
 greenies Greenie Pack Original Teenie para Perro - 340 Gr.,12.87 €/u,https://www.petsonic.com/20299-large_default/greenie-pack-original-petite-para-perro.jpg
 Vetnova Multiva Calming para Gatos y Perros Pequeños - 21 Comprimidos,11.39 €/u,https://www.petsonic.com/11869-large_default/vetnoca-multiva-calming-para-gato-y-perros-pequenos.jpg
 Vetnova Multiva Calming para Perros Medianos y Grandes - 21 Comprimidos,19.24 €/u,https://www.petsonic.com/11870-large_default/vetnova-multiva-calming-para-perros-medianos-y-grandes.jpg
 Carnilove Snack Crunchy Cordero y Arándanos - 6 Unidades.,13.79 €/u,https://www.petsonic.com/19061-large_default/snack-crunchy-cordero-arandanos.jpg
 Specific Snack Healthy Treats Hypoallergenic para Perro - 1 unidad de 300gr,3.11 €/u,https://www.petsonic.com/14916-large_default/snack-healthy-treats-hypoallergenic-para-perro.jpg
 greenies Greenie Pack Teenie Grain Free para Perro - 170 gr,7.35 €/u,https://www.petsonic.com/20265-large_default/greenie-pack-teenie-grain-free-para-perro.jpg
